,geohash6,day,timestamp,demand
38973,qp03pr,56,16:15,0.0910619911618278
39415,qp098h,52,0:30,0.3066869304858572
39455,qp03x8,26,8:30,0.1040107691065514
39598,qp03pr,11,6:0,0.2737828834209185
39608,qp098h,60,17:45,0.04256282617099004
40033,qp098h,22,4:30,0.16385463772846146
40177,qp03x8,56,22:15,0.10256607165547883
40384,qp098h,8,16:45,0.025527153207382847
40779,qp03x8,30,23:0,0.06446841155568532
40853,qp03pr,38,17:45,0.07992619498392166
40893,qp03x8,9,22:30,0.0578348785342485
40990,qp098h,48,23:0,0.17363037240588136
41041,qp098h,17,23:45,0.2689582384017297
41075,qp03pr,50,20:0,0.03306551121388577
41102,qp03pr,46,21:45,0.06409485211303892
41174,qp098h,17,20:0,0.05032304948055427
41757,qp03x8,3,23:30,0.12484203098160104
41928,qp098h,27,12:30,0.06424654548610477
42243,qp03pr,12,19:0,0.08424331158444477
42334,qp03pr,12,14:0,0.12897373937961992
42488,qp098h,34,1:15,0.114121489381452
42921,qp03pr,48,0:0,0.07593398163666851
43068,qp03x8,51,2:15,0.09616679733034264
43158,qp03pr,57,5:15,0.29286853665701945
43336,qp03pr,28,20:30,0.052521579491338934
43442,qp03x8,46,21:15,0.02306206552478412
43583,qp03x8,32,16:0,0.04975146167943141
43634,qp098h,44,4:0,0.1986036248330109
43674,qp03x8,5,20:30,0.014120281050820896
43794,qp03pr,3,9:45,0.3400973822212134
44100,qp03x8,13,7:45,0.08840617855202984
44230,qp03pr,56,7:0,0.2300374981735043
44349,qp03x8,19,18:15,0.027023581860941986
44561,qp03x8,17,13:0,0.09579817934664818
44977,qp098h,34,6:45,0.15963512057313
45550,qp03x8,15,4:15,0.12469107778737915
45749,qp03x8,10,14:0,0.08407998374321893
46866,qp03x8,7,17:15,0.0036595085296912975
46950,qp098h,57,12:30,0.10581976900571984
47518,qp03x8,16,13:45,0.06688676028884841
48722,qp098h,28,19:45,0.022599598420897857
49446,qp03pr,10,21:45,0.05801038574195416
50169,qp098h,57,20:45,0.03500632461424949
50293,qp098h,24,13:15,0.12124035471715693
50335,qp098h,18,16:15,0.07784543231282404
51108,qp03pr,47,13:15,0.17297764816925978
51138,qp03x8,57,3:30,0.18041355068816572
51253,qp03pr,61,1:0,0.1064254265886652
51394,qp03x8,13,1:45,0.11015257828540988
51507,qp03pr,28,20:0,0.025764352667235868
51551,qp03pr,47,17:0,0.14551442470903184
51954,qp098h,1,3:30,0.18682127927548667
52531,qp03pr,51,9:30,0.5390970777971392
52557,qp03pr,42,16:45,0.12537872339151526
52649,qp098h,31,1:45,0.15226554451166716
52710,qp03pr,46,10:45,0.12373473296873574
53022,qp03pr,43,22:15,0.06404909866112676
53071,qp03x8,48,1:45,0.09164487542973107
53187,qp03pr,34,14:15,0.16871386348532685
53992,qp03pr,5,10:15,0.1483854650307936
55162,qp098h,41,15:0,0.06219102794741456
55287,qp098h,18,19:30,0.051567813409997984
55660,qp098h,18,15:45,0.0969650069009056
55817,qp098h,48,18:0,0.0051971844873287395
55944,qp03x8,34,0:45,0.06382668577851776
56150,qp098h,60,22:0,0.061188307045529876
56686,qp098h,35,15:30,0.0616981038447735
56725,qp03pr,52,23:15,0.10714926306827847
57490,qp03pr,17,3:15,0.17442252364933858
57514,qp098h,13,7:0,0.16343962135356774
57785,qp03x8,51,3:30,0.11371169101624315
58314,qp098h,24,16:45,0.02654052237786033
58928,qp098h,29,2:45,0.13316460345825393
59081,qp03x8,48,3:45,0.10128133601473743
59241,qp03x8,42,19:45,0.017674223007427596
59548,qp03x8,48,14:30,0.07423600114566578
60223,qp03x8,26,1:30,0.12017881690868425
60298,qp098h,5,22:45,0.055635437479481235
60615,qp098h,3,7:0,0.09282101755903756
60926,qp03x8,55,3:0,0.10046526519803993
61096,qp098h,39,12:0,0.2331369001420688
61246,qp098h,60,10:30,0.17203405944774608
61291,qp098h,4,23:15,0.10958861434882004
61339,qp03pr,1,23:30,0.11654912990168274
62253,qp098h,19,9:15,0.185904470257496
62434,qp03pr,32,17:30,0.17850016346665246
62681,qp098h,38,14:0,0.11334265489980724
63271,qp098h,31,12:0,0.1468842730529771
63513,qp03pr,56,20:0,0.04178012684093857
63568,qp098h,41,21:0,0.03653938473537099
63629,qp03pr,2,0:0,0.07174094054361425
63731,qp03pr,59,0:0,0.18330757169542544
63770,qp03x8,3,6:15,0.09124249715073693
63947,qp098h,24,1:30,0.20262818344435024
63961,qp03pr,22,17:45,0.04166911707874715
64568,qp098h,43,6:15,0.13386562307887787
64817,qp098h,14,12:45,0.07541496986189739
64942,qp03x8,25,7:45,0.16962372605778672
65043,qp03pr,61,5:45,0.24573218759247245
65251,qp098h,40,15:45,0.11572601909278367
65646,qp03x8,13,4:45,0.11145434808671884
65852,qp03x8,2,8:0,0.14335110353760674
66343,qp03x8,5,19:0,0.012691800378525095
66447,qp098h,20,15:30,0.1231857489289919
67362,qp03x8,3,16:15,0.059872811457494325
67552,qp098h,52,22:0,0.10688741491095564
67952,qp03pr,40,1:30,0.12787346678836278
68280,qp03x8,15,1:45,0.15074423469754147
68584,qp03x8,3,8:45,0.09649385302450632
68669,qp098h,58,16:0,0.08383754365389305
69057,qp03pr,10,5:45,0.2228504687478152
69309,qp098h,7,18:15,0.03086371735389046
69796,qp03x8,35,14:15,0.08117964353181734
70169,qp098h,47,14:15,0.11426223347627194
70877,qp03x8,25,15:30,0.03162423441070528
71125,qp098h,47,0:15,0.1102076958586044
72085,qp03x8,46,17:30,0.008510300297795847
72162,qp03pr,9,3:45,0.24949527299058705
72474,qp03x8,44,9:30,0.22050860170126968
72601,qp098h,7,16:45,0.040602198602772664
73043,qp03x8,11,14:30,0.10238679899716396
73100,qp098h,11,23:15,0.1145719439331022
73125,qp03pr,60,2:15,0.1869421865355846
73255,qp098h,53,10:30,0.19248606231067547
73359,qp03x8,44,7:15,0.09085672419955884
74098,qp03pr,31,1:15,0.1639360549400362
74249,qp03pr,51,15:0,0.14129650728462345
74656,qp098h,43,13:30,0.11488493367953564
74746,qp098h,53,4:15,0.16678089679769112
74781,qp03pr,31,13:30,0.2736605726641264
74878,qp098h,29,0:30,0.18767414827132692
75116,qp098h,12,6:45,0.20584799879378388
75303,qp03pr,26,17:0,0.1629727281649577
75514,qp098h,37,22:45,0.16955600089332476
75574,qp03x8,13,16:30,0.016026241102902187
75779,qp03pr,13,4:30,0.09910352676088292
75827,qp03x8,61,12:30,0.1159063949635027
75905,qp098h,20,23:0,0.23103817443280505
76149,qp098h,37,4:45,0.16696635103310647
76486,qp03x8,8,14:0,0.1151574798496054
76942,qp03x8,14,22:45,0.1025760330411558
77143,qp03pr,42,9:45,0.3002831656417433
77767,qp03pr,17,4:0,0.17705239138982706
78039,qp03pr,10,22:45,0.12070770391982576
78212,qp03x8,57,8:15,0.1535485841166917
78331,qp03pr,52,9:30,0.8997693257226129
78485,qp03x8,41,16:30,0.016357089536815438
79319,qp098h,7,12:30,0.123574356074356
79578,qp03x8,38,16:45,0.032957287848789624
79674,qp098h,4,8:15,0.19215031215714484
79698,qp03pr,21,22:0,0.0632031917591174
79708,qp03pr,30,11:30,0.2582506572354373
79845,qp098h,53,16:15,0.11012974306558122
79869,qp03pr,40,23:45,0.02562352531441744
80456,qp03x8,32,7:15,0.10047719236518328
80575,qp03x8,29,23:0,0.08516334064857413
80732,qp03pr,41,20:45,0.02342948802792981
81295,qp03pr,31,8:45,0.2532105327826041
81826,qp03pr,42,18:0,0.12438538201352947
81989,qp098h,50,18:15,0.052171554293804136
82055,qp03x8,12,15:15,0.07317328385954547
82109,qp098h,7,9:0,0.10882846493612676
82112,qp03x8,58,2:45,0.08403642035215746
82414,qp03x8,38,11:30,0.07953586235605342
82462,qp03x8,29,23:30,0.12725717082241805
83074,qp098h,15,19:30,0.02661123103436565
83218,qp03x8,30,6:15,0.16018872665891334
83348,qp03x8,22,9:30,0.10445298867773377
83430,qp098h,48,22:15,0.14986685845666145
83542,qp098h,49,9:30,0.13307097034989196
83755,qp03pr,18,2:30,0.16296145556375854
83829,qp098h,58,3:30,0.16003358834402429
84484,qp03pr,30,8:30,0.2482845330585711
84826,qp098h,2,14:45,0.058967805553902526
84911,qp03pr,33,14:45,0.20383854421900754
85042,qp03pr,39,16:15,0.2266402490462469
85135,qp03x8,41,14:0,0.04736567565670839
85235,qp03x8,49,0:30,0.14169475983485413
85265,qp03x8,31,7:15,0.13614886801342446
85572,qp03pr,38,18:45,0.08056204774517785
85707,qp098h,2,19:30,0.02125578807611804
85719,qp098h,34,4:45,0.1387844932544435
85725,qp098h,1,21:30,0.08210705890990604
86036,qp098h,7,1:30,0.16353052562413006
86100,qp03x8,21,1:15,0.11835309181206473
86105,qp098h,40,9:15,0.17731627020709778
87630,qp03x8,3,7:30,0.0936654991821505
87729,qp03pr,26,4:30,0.12563806129040947
87851,qp098h,33,13:15,0.11136930385776148
87882,qp03x8,9,8:30,0.0816805236296951
88278,qp098h,56,12:30,0.13378864595072162
88460,qp03x8,45,21:15,0.039473886338762296
88526,qp098h,58,9:0,0.21623432126335773
88754,qp03pr,28,12:0,0.2569837037106822
88794,qp03x8,10,19:30,0.01133155036509728
88949,qp03pr,53,17:45,0.2112405190011235
88993,qp03x8,3,19:45,0.008426599178174357
89046,qp03x8,5,14:45,0.0595637455536434
89808,qp03pr,28,19:45,0.0205870692978442
90291,qp098h,52,2:30,0.2232246055544722
90417,qp098h,30,14:15,0.1169378706583381
90907,qp03pr,33,18:15,0.13889297625141792
91353,qp03x8,21,11:45,0.04256450023749688
91478,qp098h,28,15:0,0.06994523824432781
91594,qp03pr,5,13:45,0.14900643081441226
92496,qp03pr,22,18:0,0.048164408529967305
92568,qp03pr,30,21:30,0.07492632396676017
92688,qp03pr,40,11:0,0.1967969496366627
92695,qp03pr,43,4:30,0.1041204526862482
93093,qp098h,30,17:0,0.029735800204194925
93248,qp03pr,16,5:0,0.25615124385840743
93635,qp03pr,61,4:0,0.1669202344059451
94175,qp03pr,31,22:0,0.07576626786318805
94361,qp03pr,48,11:30,0.13363188359265207
94702,qp03pr,13,10:45,0.14065543189707438
94830,qp03x8,47,7:30,0.16312801342446576
95205,qp03x8,61,3:0,0.14246583990689074
95488,qp03x8,48,3:15,0.09594400170003643
95843,qp03pr,6,18:0,0.03304413124230701
96273,qp03pr,30,4:0,0.21377844710066726
96891,qp098h,17,3:15,0.17825185314026828
96919,qp098h,53,8:30,0.2370711326727966
97044,qp03pr,59,11:0,0.29706592790128833
97649,qp098h,21,6:45,0.16228734065370418
97758,qp098h,49,22:30,0.19944065987718068
98101,qp098h,35,13:45,0.10585240495533006
98391,qp03x8,14,23:30,0.17518689140734287
98466,qp098h,21,11:0,0.1264488758860942
98499,qp03x8,15,21:15,0.05337712980727862
98711,qp098h,1,4:15,0.17132471871778834
98846,qp098h,11,13:15,0.16590344094075052
99394,qp03x8,2,5:15,0.14512009164721462
99457,qp03pr,36,4:15,0.1976283798877833
99479,qp03x8,19,22:45,0.04742879102049158
99512,qp03x8,53,14:0,0.07248855448606911
100523,qp03x8,19,1:15,0.11381336479678344
100577,qp03x8,28,5:15,0.12933141932975534
100826,qp03pr,35,18:30,0.08643133483853678
101312,qp03x8,43,16:0,0.017003568817620274
101566,qp098h,25,16:0,0.09315934940865654
101855,qp03x8,10,0:45,0.18334647456133624
102152,qp098h,20,20:15,0.05860264205721731
102162,qp03x8,33,11:15,0.09739651164961123
102384,qp03pr,31,19:0,0.12530733062064822
102642,qp03pr,27,0:15,0.0585171343304874
102822,qp098h,2,12:45,0.09730451942887508
102978,qp098h,48,23:45,0.1915418395018908
103074,qp03x8,9,22:15,0.07151905473081599
103167,qp03x8,22,12:0,0.08823256929782812
103411,qp098h,35,20:30,0.02445034204546791
103841,qp03pr,55,9:0,0.14993137796206232
104372,qp098h,7,3:15,0.2214607995080016
104869,qp03pr,36,6:0,0.1986376939926329
105364,qp03x8,41,5:30,0.0716820610661164
105878,qp03x8,2,19:30,0.003344276818092929
106409,qp03x8,59,0:15,0.10685493563638712
106433,qp03x8,43,13:0,0.08804792732219484
106579,qp03pr,35,16:30,0.10646018185409063
108043,qp03pr,40,6:0,0.2153434066070762
108246,qp03pr,17,10:15,0.4263898156260495
108436,qp03x8,49,12:0,0.11675136768863588
108454,qp03pr,21,1:15,0.1686613738888745
108492,qp03x8,9,2:0,0.12127545457885475
108560,qp03x8,61,20:0,0.022609983412561263
108987,qp03x8,18,20:15,0.013902298330090488
109048,qp098h,9,9:30,0.11184341632447753
109475,qp03x8,24,21:45,0.07226577416920626
109857,qp03pr,35,2:15,0.12171592466360795
109958,qp098h,42,23:0,0.0515279475749024
110313,qp098h,5,6:15,0.12658623705465288
110700,qp03x8,36,7:45,0.12175100378630588
110755,qp098h,47,21:30,0.035964212446023415
111512,qp098h,33,20:45,0.046107680870636485
111549,qp098h,28,5:45,0.17697762479631216
111655,qp098h,37,14:15,0.1351297567703306
111731,qp03x8,58,11:0,0.10129624140559564
111837,qp03pr,19,3:15,0.1343679127196344
111918,qp03pr,1,9:45,0.1368097727920395
112104,qp098h,34,5:45,0.1658557342032982
112325,qp03pr,5,14:0,0.1612795232595065
112807,qp098h,57,8:30,0.14890418387953072
112989,qp03pr,37,0:15,0.09363917582931476
113932,qp03x8,19,21:0,0.007896684846962982
114071,qp098h,56,16:0,0.05842601277601224
114076,qp098h,56,21:30,0.08194569059702844
114236,qp03pr,33,12:0,0.14933483707967882
114319,qp03x8,15,4:30,0.10726855733449343
114377,qp03pr,61,4:15,0.22394725883447336
115087,qp03pr,40,18:0,0.11829005636524173
115149,qp098h,47,5:45,0.16344812502708914
115312,qp098h,13,5:0,0.1624505806447232
115483,qp098h,43,1:45,0.114162326626533
116208,qp03pr,37,16:15,0.3534605100455723
116312,qp098h,58,10:0,0.19489316929217607
116569,qp03x8,41,17:0,0.012303955487294942
116570,qp03x8,42,18:30,0.013942735970673355
117169,qp03x8,46,2:0,0.0855319674871051
117466,qp098h,1,3:15,0.15484629450699106
117566,qp098h,6,13:30,0.08683728364381145
117633,qp03x8,43,15:45,0.01416759722213658
117760,qp03x8,46,8:30,0.08146840866335554
117898,qp03x8,26,0:30,0.05969917662478924
118006,qp03x8,53,0:45,0.15238194244124587
118053,qp098h,59,19:0,0.029295200488710205
118392,qp098h,43,14:30,0.05846563798976021
118616,qp098h,44,2:15,0.20815830339824606
118666,qp03x8,27,17:30,0.01850361611752688
118717,qp03x8,3,23:45,0.19994021791210032
119068,qp03x8,19,1:45,0.13199773060886102
119087,qp03pr,58,2:15,0.15684664266417786
119571,qp098h,59,23:0,0.13936103114286094
119671,qp098h,55,9:45,0.12199413326042673
119896,qp098h,30,11:30,0.1315005412680412
119931,qp03x8,41,16:15,0.006334984050734824
119934,qp03pr,31,8:30,0.3045841158011109
120035,qp098h,57,21:0,0.04649091306957381
120127,qp03x8,45,10:0,0.15071110217109268
120292,qp03x8,50,15:0,0.0567831344454881
121106,qp03pr,10,6:0,0.21453253444511566
121406,qp03pr,40,19:30,0.10115328939764713
121747,qp098h,47,6:0,0.14945115861104258
122088,qp098h,49,0:15,0.2360177995762817
122156,qp03x8,25,20:45,0.011273536465338956
122257,qp098h,45,9:30,0.13568983358070769
122516,qp03x8,20,7:30,0.05085533691320958
122674,qp03pr,43,12:0,0.12995412712101612
123275,qp03pr,9,4:45,0.2054956559649963
123947,qp098h,31,14:30,0.10670102723197164
124026,qp03x8,45,19:45,0.017884864964579153
124113,qp03pr,39,19:45,0.11284425033756015
124145,qp03pr,7,15:30,0.10807973817515752
124416,qp03x8,49,19:0,0.008439273036219089
124907,qp098h,52,9:45,0.287369505494523
125099,qp03x8,42,8:15,0.1347496423016329
125211,qp098h,22,9:30,0.09946149256833353
125233,qp098h,5,11:15,0.12909515005990102
125249,qp098h,31,7:45,0.16480746262931367
125418,qp03x8,1,2:15,0.07144451833285385
125461,qp03x8,48,16:30,0.023561136214802315
125632,qp098h,21,4:15,0.204356831833182
125731,qp03x8,57,14:0,0.07777483146964645
125964,qp098h,45,10:15,0.2082159192637346
126369,qp03x8,54,19:0,0.008126943622541755
127284,qp098h,53,11:0,0.17711423229463502
127581,qp03x8,43,6:15,0.14907505116891562
128032,qp03x8,14,12:30,0.0866870017404952
128052,qp03pr,23,4:15,0.21986652207829144
128128,qp098h,33,11:45,0.09554126915894606
128195,qp03pr,16,6:30,0.21233261559371602
128388,qp03pr,15,5:15,0.1738514223402869
128452,qp098h,16,17:0,0.05582466186824078
128685,qp03x8,52,3:0,0.09647873275608727
128708,qp03x8,45,13:0,0.1614783140170638
129352,qp03x8,27,8:30,0.1081508631895257
129939,qp03pr,8,14:45,0.2060015786945336
130215,qp03x8,4,2:0,0.16704257320435498
130853,qp03x8,15,22:15,0.06920477445959354
130909,qp03x8,48,3:30,0.08605076541176854
131552,qp03pr,25,6:0,0.21458802890978504
132730,qp098h,35,15:15,0.08953419174764461
133561,qp03pr,25,22:15,0.06277618217844633
133781,qp03x8,17,7:45,0.13276368254206294
133840,qp098h,51,0:15,0.19159476265083572
134084,qp03x8,4,3:45,0.1602556558406588
134113,qp03x8,36,6:45,0.15899473022568414
134481,qp03pr,17,12:15,0.2538407597149894
134552,qp098h,11,21:45,0.07646955290456504
134604,qp03x8,13,9:30,0.07686305411008144
134786,qp03x8,50,10:30,0.10620682013986846
134933,qp03x8,19,19:30,0.009020978017849174
135012,qp03pr,11,22:0,0.07768711972444403
135013,qp03x8,1,15:0,0.015141752153684797
135386,qp098h,30,5:45,0.23999332983151025
135404,qp098h,15,4:30,0.14362623561004628
135918,qp03pr,5,8:0,0.1629329540140628
136010,qp098h,35,20:45,0.035445799686026895
136373,qp03x8,45,16:45,0.060575819529668125
136456,qp03x8,57,4:45,0.21505745850576394
136868,qp098h,14,19:30,0.04010199603216929
136906,qp03x8,16,22:0,0.08079566349824636
136908,qp03x8,41,1:0,0.04384657175203639
137085,qp03pr,4,18:45,0.11691573813522756
137329,qp03pr,24,21:0,0.1281225360093308
137779,qp03x8,37,11:0,0.06740254003715039
137837,qp03pr,24,21:30,0.08544461934678207
137882,qp03x8,25,5:30,0.099995324904116
137901,qp03x8,15,21:45,0.059967011381456214
137995,qp098h,13,19:15,0.033180254972097506
138151,qp03x8,35,19:30,0.01667438840905134
138564,qp03x8,12,16:0,0.0500982116722476
138639,qp03pr,50,22:45,0.10954261232400382
138882,qp03x8,45,20:15,0.008303933679936235
139169,qp098h,16,8:15,0.16600490178308708
139193,qp03pr,61,23:45,0.0257565212928409
139423,qp098h,46,12:45,0.08933536162629993
139616,qp03x8,21,6:0,0.12994588221584294
140173,qp03pr,25,20:30,0.1362729815538013
140778,qp03pr,4,17:30,0.1514019045517913
142281,qp03pr,39,7:45,0.3371481664519242
142688,qp098h,57,15:45,0.04948011972587098
143011,qp098h,59,14:0,0.08828872228409239
143133,qp03x8,56,12:15,0.11931775074082172
143273,qp03x8,47,12:30,0.08669724006058885
143468,qp03pr,21,6:0,0.2969943065590903
143740,qp098h,20,11:0,0.13365335872640766
143858,qp03x8,52,15:15,0.06991580555050125
144415,qp03x8,60,1:45,0.1138344354323782
144488,qp03pr,53,19:45,0.15804483361424387
144647,qp03x8,5,0:15,0.08849474234288894
144706,qp098h,48,5:15,0.15264966487996898
144896,qp03x8,41,22:45,0.14049630717726289
145098,qp03pr,61,12:15,0.1347824363172732
145114,qp03pr,18,1:30,0.21063173984190026
145221,qp098h,19,19:30,0.02564922396759047
145397,qp098h,41,15:30,0.027030368102602887
145542,qp03pr,16,11:0,0.4540691397850503
145790,qp03pr,4,6:15,0.26357107232890536
145897,qp03x8,30,18:45,0.0029069558731707624
146074,qp03pr,5,3:15,0.1592366429472212
146292,qp098h,42,9:15,0.15928989060175774
146542,qp03x8,42,19:15,0.015325284682976791
146779,qp098h,43,23:0,0.2764094450908431
146865,qp03x8,33,21:15,0.0224854806327754
146954,qp03pr,14,14:30,0.11859820383309445
147051,qp03x8,3,2:0,0.10741009443703584
147378,qp03x8,30,13:45,0.08921301715061797
147467,qp03x8,7,10:30,0.08043452063953142
147591,qp098h,43,6:0,0.13751834297644666
147690,qp098h,60,11:0,0.21015472371859548
147774,qp03pr,19,12:45,0.1420989280077159
148036,qp03pr,34,8:0,0.09228040167930984
148096,qp098h,6,15:15,0.05053707165212161
148337,qp03pr,31,10:0,0.39689156541962334
148536,qp03pr,50,10:15,0.44450229960738397
148787,qp03pr,29,21:0,0.039635829534703286
148790,qp03x8,37,9:0,0.09953616379977806
148989,qp098h,11,16:15,0.10241458386715292
149075,qp03x8,32,19:15,0.006463850904360707
149335,qp03x8,1,21:45,0.05219261436673372
149382,qp03x8,21,7:0,0.10428306533719782
149421,qp03pr,27,14:45,0.1168530327630848
149590,qp03x8,60,0:45,0.10321963553822508
